Sentiment,SentimentText,Index
1,-- getting a Mani + Pedi with the husband! ,832
1, getting a webcam today.,833
1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! ,834
1,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM,835
1, go follow my personal twitter! @nikkidallasen,836
1, Go Wings! FTW!,837
1,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,838
1, going home to see my baby   [dont be ashamed of your faith],839
1, going out for dinner with the family ,840
1, going to bed.,841
1,- going to bed. ,842
1, Going to London Expo this weekend  Can't wait !,843
1,"- goingg to sleep  school , then out for pizzaa!",844
1," Gonna WoW for a bit. Later, Twitter &lt;3",845
1, good morning lovely! ,846
1, good morning/afternoon. Things will be great today.,847
1, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!,848
1, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List,849
1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?",850
1, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM,851
1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious ,852
1," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ",853
1, @remysoon,854
1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! ,855
1, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u,856
1, @sonjatweet ur hot,857
1," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!",858
1, @TheNotoriousJEN,859
1, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.,860
1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. ",861
1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience,862
1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N",863
1," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N",864
1, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers,865
1, ~ cooking!!!,866
1, ~ ncis!!!,867
1,- 1 follower WOW! ,868
1, 100 followers!  YAY!,869
1, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT,870
1, 11:11. I know what I'm wishing for!,871
1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets ,872
1, 21 days of no twittering and i'm back. -.- i think.,873
1, 30 lbs lost since Feb. Still have a lot more to go.,874
1," Good Night ! Okay, I got really nothing to say.",875
1, Good night! Arrgghhhh 5-2 B.P. Do work boys!,876
1, good to hear from you,877
1, good weekend,878
1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.,879
1, gooooood morning my twitter friends!  Have a nice sunday,880
1, Gossip girl tonight!!!,881
1, Got Escala's new album now.  T'is very good ,882
1, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow,883
1, gotta love her. glad she had fun. looking forward to the beach w/ her! ,884
1,- Great day people-watching in Berkeley with my bro  I love him.,885
1, great nite,886
1," Great tights, good outfit! http://lookbook.nu/look/160916",887
1, Great.  ? http://blip.fm/~7df6m,888
1," had a good night, love my best buds in the world!!! adamcheeeserosie",889
1, had a Really good night!!! Stoked for things to come!!!,890
1, had an ok day. it went by fast.,891
1, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. ,892
1, haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;),893
1, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief,894
1, actually I might be crazy 'cause I love my job. ,895
1," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd ",896
1, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!,897
1," alright back onto being bored. going to bed any time soon, have to get up early.",898
1, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5,899
1, and I dunno why but with you I'd dance in a storm in my best dress.,900
1,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! ,901
1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia,902
1, a goodmorning back at cha @moovmnt,903
1, a perfect weekend ,904
1, a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.,905
1, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =],906
1, aint i supposed to be happy ...,907
1," all done., time to finally start shuting down",908
1," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*",909
1,- all the snow is gone... that didn't take long... ,910
1, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu,911
1," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!",912
1, am 200 updates in Twitter #stats,913
1, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.,914
1, haha. Someone i don't even know made me laugh. ryan ross = win.,915
1, Hanging out with Steven Mohler on Sunday! ah :],916
1, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  ,917
1, happy face.,918
1, happy that its sunny,919
1, happy to see him,920
1, happy with the way thing are goingg,921
1," Happy, knowing my friends are still my friends.",922
1, happy. spending time with mum,923
1,- Has Just Got Up &amp;+ Is Listening To Good Charlotte ,924
1, has something very special in mind &lt;333,925
1, Have a Nice Day!,926
1, have a nice day... cause i will!,927
1, havent updated in forever,928
1, havin fun my friend?,929
1,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly ",930
1, Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3,931
1, hee hee. your so weird. and i did NOT shiver.,932
1," Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment...",933
1, hey...i'm back..if someone want to talk.. here i am.,934
1, hmm emotionless,935
1, Home finally.Making fettuccine and relaxing my sore feetsies!,936
1, Home sweet home (: finally back XD,937
1, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? ,938
1, any comment on the latest star trek movie? is it nice?,939
1," any day now, any way now. I Shall Be Released.",940
1, AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0,941
1, Apple store... BBL ~,942
1, Are you going to be taking photographs tonight??? :O,943
1, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!,944
1, AT LAST!! Successful deployment complete.  Soo.....what do I do now?,945
1, At work.. having a postive attitude!!,946
1, awesome,947
1, awesome day! soooooooooooooo happy &lt;3,948
1," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!",949
1, Awesome. &lt;3 TEDDY! &lt;3,950
1, aww dont make me blush!,951
1, Baby strampelt fast im Takt (New Soul - Yael Naim),952
1," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV ",953
1, hope you all are having a good day/night.............. :-D,954
1, i agree @OasisStasis,955
1, i am back,956
1," I AM BORED, and ew. My dog just killed an insect!",957
1, I am falling in love with Stockington - such a witty wise meow meow!! ^^,958
1, i am musical today!,959
1, i am very happy today! and i don't why?      ,960
1, i beat you video on youtube,961
1, i can't wait to go home and watch danny phantom! While talking to stephen ,962
1, I can't wait to go to Las Vegas! 20 more days! OMG!,963
1, I Cant wait to watch britians got talent !!!!!! I dont like holly :O,964
1, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday,965
1, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM,966
1,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson",967
1, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker,968
1,- At a cabaret with my family; I love them!! .. In my comfort zone ,969
1,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. ,970
1,- at my grandmas eating good. ,971
1, at the manila right now.,972
1, back from shower.,973
1, back to hotel. time to start work ,974
1, BBL ppl ~ have to go to school~,975
1, Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4,976
1, bored..yo!,977
1, boring.. wait! i will comment on my friend in FS frst! ;,978
1, bout to party in a tent ,979
1,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad.",980
1, brooklyn bridge for the first time ever. yay life =D,981
1," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller.",982
1, I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.,983
1, I finally have updated from a computer. THANK YOU DAD,984
1, Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056,985
1, Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.,986
1," Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!",987
1,- bouta' watch mall cop ,988
1,' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha. ,989
1,- Can See clearly now the rain is gone. ,990
1, Can yah figure it outt?!,991
1, Can't see his copper green guys though.. http://tinyurl.com/ppc4cq,992
1," Can't sleep... Must be the time change, right? &lt;3",993
1, can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?,994
1, Cant waiit! xxx.,995
1, can't wait 'til wednesday!!!! &lt;3 CHAMPSSSS!!!!,996
1, can't wait to get my share of her check today. Lol,997
1, cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????,998
1,- change of screen name ,999
